62	"He has not gone [ ... ]
63	he has not gone [ ... ]
64	Why are they disturbed [ ... ?]
65	Why my [ ... ?]
66	In hunger(?) to [ ... ]
67	Whatever [ ... ]
68	Upon my bed [ ... ]
69	Surely it is En[kidu ... ]
70	In good faith [ ... ]
71	If a word to [ ... ]
72	may Enlil cur[se him ... ]"
73	Enkidu shaped his mouth [to speak, saying to Gilgameš:]
74	"My friend — Humbaba [ ... ]
75	One is only one, my friend; t[wo are two.]
76	Though they be weak, tw[o ... ]
77	Though one is a slippery slope, two [ ... ]
78	Two triplets(?) [ ... ]
79	A three-ply rope [is not easily snapped(?);]
80	a strong dog, its two pup[s beside it ... ]
81	Your footing is firm, and [ ... ]
82	My friend, an arrow has go[ne out ... ]
83	The road you ri[de ... ]
84	As we have cut down [ ... ]"
85	[ ... ] carries [ ... ]
86	[ ... ] two [ ... ]
87	"My friend — over the winds(?) of Šam[aš ... ]:
88	behind him the storm, [before him the wind.]
89	Speak to Šamaš; let him gi[ve you ... ]"
90	Gilga[meš] lifted his head; [he wept before Šamaš;]
91	before the rays of Šamaš [his tears kept] fl[owing:]
92	"[The day for me, inside] Uruk, that you decre[ed — do not forget it!]
93	Now stand by me and [ ... ;]
94	over Gilgameš, sprout of the heart of Uru[k, set your shadow!"]
95	Šamaš heard the utterance of h[is] mouth,
96	and at once a warning-cry [kept sounding to him] fr[om the sky:]
97	"Do not fear. Stand against him. He must not en[ter his forest,]
98	must not go down into the grove, must not [wrap himself in ... !]
99	[He must no]t cloak himself in his sevenfold mantle[s of terror-light —]
100	one he has on; six are shed!"
101	And they [ ... ]
102	Like a goring wild bull they charg[ed ... ]
103	Once he screamed, and it was full of pa[nic:]
104	the [w]arden of the forests was screaming;
105	[ ... ]
106	Humbaba was th[undering] like Adad.
115	Humbaba shaped his mouth to speak, saying to Gilgam[eš:]
116	"Let fools take counsel, Gilgameš, with louts! Why have you co[me] here before me?
117	Come, Enkidu — spawn of a fish that never knew its father,
118	hatchling of terrapin and turtle that never sucked its mother's milk!
119	When you were small I watched you, and I would not go near you;
120	[now ... ] you have filled(?) my belly [ ... ]
121	[ ... trea]cherously you have brought Gilgameš before me,
122	and you s[tand there, En]kidu, like a warlike stranger!
123	I will s[lit the] gullet and throat [of] Gilgameš;
124	I will fee[d] his [fle]sh to the screeching birds of prey, the ravening eagles and vultures!"
125	Gilg[ame]š shaped his mouth to speak, saying to Enkidu:
126	"My friend — Humbaba's face keeps ch[ang]ing!
127	Though brave[ly] we came up to his lair to defeat h[i]m,
128	yet the heart that took fright will not quiet, not for a moment."
129	Enkidu shaped his mouth to speak, saying [to Gilga]meš:
130	"Why, my friend, do [you t]alk like a weakling?
131	Your slack mouth is sicken[ing] my heart.
132	Now, my friend, there is one [task ... :]
133	copper is already pouring in the founder's channel!
134	To stoke the furnace for a league, to bank(?) the coals for a league —
135	to send the Flood is to crack the whip!
136	Do [not] pull back your feet; do not turn your back;
137	[now like a l]ion strike your blow harder!"
138	May [ ... ] not [ ... ]
139	[ ... yo]ur [ ... ]
140	May the south wind lo[ok(?) ... ]
142	"[The dr]eams, as many as you kept seeing [ ... ]"
152	"[ ... to the Ap]sû may they be driven down!"
153	He lifted them(?), and [the heavens(?)] were far;
154	he struck the ground, and the limestone answered him.
155	At the heel-strike of their feet the earth was splitting;
156	at their whirling, Sirara and Lebanon were split apart.
157	The white cloudbank went black;
158	death was raining down on them like fog.
159	Šamaš raised against Humbaba the great gale-winds:
160	South Wind, North Wind, East Wind, West Wind, Blast,
161	Counterblast, Typhoon, Evil Wind, Simurru-wind,
162	Demon-wind, Frost-wind, Storm, Whirlwind —
163	the thirteen winds rose up, and the face of Humbaba was darkened:
164	he cannot gore forward; he cannot kick back —
165	and the weapons of Gilgameš reached Humbaba.
166	Humbaba, begging for his life, said to Gilgameš:
167	"You are young, Gilgameš; your mother bore you,
168	and you are the offspring of W[ild-Cow Ninsun.]
169	By the mouth of Šamaš you have flattened the mountain's shrines(?) —
170	sprout of the heart of Uruk, king Gilgameš!
171	[Nev]er, Gilgameš, can a dead man [serve(?)] his [l]ord;
172	[a servant left ali]ve [comes back(?)] to his lord.
173	Gilgameš — spare my life! [ ... ]
174	Let me dwell here for you, in [ ... ;]
175	trees, as many as you command, [I will fell(?) for you;]
176	I will guard for you the myrtle [ ... ,]
177	timber that is the pride of [your] pala[ce ... ]"
178	[E]nkidu shaped his mouth to speak, say[ing to Gilgameš:]
179	"[My frie]nd — do not listen to what Humbaba s[a]ys!
180	[ ... ] his pleadings [ ... ]
181	[ ... he lets g]o, and no[t ... ]"
182	[ ... ] t[o] [ ... ]
185	[Humbaba lifted his head; he wept before Šamaš;]
186	[before the rays of Šamaš his tears kept flowing:]
190	"You have seen the order of my forest, the order of [ ... ],
191	and you know all that there is to say.
192	I should have lifted you, hanged you from a sapling at the forest's entryway;
193	I should have fed your flesh to the screeching birds of prey, the ravening eagles and vultures.
194	Now, Enkidu — my relea[se] rests with you:
195	tell Gilgameš he should spare my life!"
196	Enkidu shaped his mouth to speak, saying to Gilga[meš:]
197	"My friend — Humbaba is warden of the [Cedar] Forest:
198	finish him! Kill him! Grind up his mind! Destro[y him!]
199	Humbaba, warden of the forest: fin[ish him!] Kill him! Grind up his mind! Dest[roy him,]
200	before the foremost one, E[nlil], hears —
201	before the [great] god[s] fill with fury at us,
202	Enlil in Nippur, Šamaš in [Larsa ... ]
203	Set up an everlasting [ ... :]
204	how Gilgameš [slew(?)] Humb[aba!"]
205	Humbaba [h]eard, and [ ... ]
206	Humb[aba lifted] his head; [he wept before Šamaš;]
207	[before the rays of Šamaš his tears kept flowing.]
249	Enk[idu shaped his mouth to speak, saying to Gilgameš:]
250	"My frie[nd — catch a bird,]
251	and where [do its chicks go?]
252	Humb[aba ... ]
253	Where do they g[o ... ?]
254	Where do they g[o ... ?"]
255	Humb[aba] heard [ ... ];
256	Hum[baba] lifted his head; [he wept before Šamaš;]
257	before the rays of Šamaš [his tears kept flowing:]
258	"You entered, Enk[idu ... ;]
259	in the fury of weapons a counsell[or ... ;]
260	and against the dweller of his own house you stir up quarrels [ ... ]
261	You sat like a shepherd befo[re him,]
262	and like his hireling [ ... ] his mouth.
263	Now, Enkidu — [my release] rests with you, and [ ... :]
264	tell Gilgameš he should sp[are] my life!"
265	Enkidu shaped his mouth to speak, saying [to Gilgameš:]
266	"My friend — Humbaba is warden of the F[orest:]
267	finish him! Kill him! Grind up [his] m[ind! Destroy him,]
268	Humbaba, warden of the forest: f[inish him! Kill him! Grind up his mind! Destroy him,]
269	before the foremost one, [Enlil,] hears —
270	before the great gods fill with fury at us,
271	Enlil in Nippur, Šamaš in [Larsa! Set up] an everlasting [ ... :]
272	how Gilgameš sle[w] Humbaba [ ... !"]
273	Humbab[a] heard, and [ ... ]
274	[Hum]baba lift[ed his head; he wept before Šamaš;]
275	before the ra[ys of Šamaš his tears kept flowing:]
278	"May the two of them not [ ... ;]
279	may the two of them not grow old;
280	besides his friend Gilgameš, may Enkidu have none to bury him!"
281	Enkidu shaped his mouth to speak, saying to Gilgameš:
282	"My f[rie]nd — I keep speaking, and you do not hear me!
283	While the curses [ ... ]
284	[send the curses(?) back] to his own mouth!"
285	[Gilgameš heard the wor]d of his friend;
286	he drew [the sword at] his flank.
287	Gilgame[š struck him] in the ne[ck;]
288	Enkidu [ ... ] pl[unged into his heart(?),] drew out through the lungs;
289	[ ... ] leaps out;
290	[fro]m the head he pillages the tusks(?).
291	[ ... ] abundance fell across the mountain;
292	[ ... ] abundance fell across the mountain.
300	[ ... G]ilgameš was trampl[ing] through the forest;
301	[ ... ] the aromatic cedar-wood — they carry it [for ... ] Enlil.
302	[Enkidu] shaped his [m]outh to speak, saying to Gilgameš:
303	"[My friend — into] a wasteland we have turned the forest;
304	[wha]t shall we answer Enlil in Nippur?
305	'[In] your [str]ength you slew the warden —
306	what was your fury, that you went trampling the forest?'"
307	[Af]ter they had slain the seven sons(?) of him —
308	Cricket, Screamer, Simurru, Shrieker, Clever-one, [ ... ], Great-Storm(?) —
309a	their [a]xes, hatchets of two talents each,
309b	[ ... ] they lopped(?),
310	the pruning-strokes(?) a [c]ubit-and-fifteen-fingers deep:
311	Gilgameš is the one felling the trees,
312	and Enkidu keeps hunting out the best timber.
313	Enkidu shaped his mouth to speak, saying to Gilgameš:
314	"My friend, we have felled a towering cedar
315	whose top was butting at the sky.
316	I will make a door six rods high, two rods wide,
317	one cubit thick; its pole, its pivot-socket top and bottom, all of one piece;
318	[let the Euphrates] car[ry it to the house of] E[nlil in Nippu]r —
319	[let] the sanctuary [of Nippur rejoi]ce over it!"
320	[ ... ] cypress together with [ ... ];
321	they bound a raft; they laid down [ ... ]
322	[ ... ] Enkid[u ... ]
323	Enkidu was the one riding [the raft(?) ... ,]
324	and Gilgameš rode carrying the head of Humbaba.
